geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
1110100111001	2	2085	2861	3694	0	1597	1779	813	1	3265	1304	573	816	2219	1049	904	2679	6	195	2	1972	977	1	0	4389	5	1	0	300	0	0	1	982	3756	1092	2	0	3	3163	466	1	192	5653	460	0	3920	1591	165	1083	3974	967	1	3884	682	4	0	3600	605	0	0	6833	588	513	0	0	0	134	100	494	1511	2157	1
1110100111010	1	1	271	866	1	2	896	1	0	247	463	0	1	318	248	5	846	4	0	1	73	346	4	0	1404	541	0	0	0	1	1	0	255	516	16	0	0	179	1075	630	0	0	1017	1	0	513	943	2	1	1276	544	309	1425	0	1	0	2475	338	0	0	2015	1	0	0	0	0	30	1	0	498	629	39
1110100111011	0	269	226	229	0	216	0	723	8	83	508	0	0	1926	6	1	423	1	192	0	292	2	0	0	1271	3	1	0	0	0	0	0	424	1531	431	0	0	1	247	170	0	0	843	0	0	627	1079	0	3	399	18	1	1359	3	0	0	1302	270	0	0	1313	0	0	0	0	0	20	1	0	228	602	0
1110100111100	0	7	1247	1626	0	138	281	442	0	1	1222	272	0	0	692	683	481	305	1	0	351	379	0	0	1041	177	0	0	0	0	1	106	203	1067	364	0	0	0	310	586	0	0	1109	930	0	1	543	164	0	525	1000	4	651	0	1	0	2901	691	1	0	2639	0	0	0	1	1	12	0	0	499	878	64
1110100111101	0	466	2302	4362	0	2	1027	2642	6	2	1520	0	10	339	2399	1020	141	1631	3	1	1873	522	3	0	3270	718	3	0	0	0	2	0	855	3730	974	225	0	3	1522	2078	0	1	1955	1806	1	5	1540	1555	0	1	1024	1882	2006	520	5	0	2250	1	7	0	3159	405	261	0	1	0	44	0	7	778	2075	195
1110100111110	0	202	1308	3291	0	546	461	3768	9	3	1770	2097	6	677	1804	353	1178	2636	1	1	1853	1143	281	0	3599	389	1	0	0	1	0	1	651	1663	766	1	0	2	2382	1839	1	1	1189	1459	0	2	1618	1956	1	1	809	1	3233	3	2	0	1959	512	0	0	2018	0	185	0	0	0	0	0	0	739	1911	58
1110100111111	0	0	800	1178	0	190	210	1323	5	99	1329	628	1	394	1114	990	551	920	205	0	281	391	2	0	460	315	1	0	1	0	284	113	192	440	500	0	0	0	632	734	0	0	327	792	0	4	824	889	0	1	883	1	703	2	3	0	767	1	2	0	2361	0	0	0	2	0	45	2	41	286	1046	19
1110101000000	1	1	283	1008	0	1	185	1311	1	2	41	1505	0	2	386	865	463	570	607	0	745	1	0	0	1321	111	0	0	0	1	0	0	46	167	80	1	0	1	899	510	0	0	395	1192	0	0	174	881	0	1	218	698	2	1356	496	0	2739	201	1	0	1663	0	229	0	0	0	103	0	3	347	1205	35
1110101000001	0	0	342	780	0	0	1	772	2	0	313	263	0	0	1	706	0	96	659	2	1	413	0	0	962	114	2	0	0	0	0	0	262	549	691	0	0	1	709	597	0	0	109	266	0	0	89	1279	0	0	0	479	87	0	0	0	1138	291	0	0	384	352	0	0	0	0	32	0	1	154	713	119
1110101000010	1	179	1337	2545	1	1	696	3144	1	4	346	693	4	1	221	1612	2	1337	671	0	908	628	0	0	1614	325	1	0	0	0	2	118	629	1950	400	262	0	1	1127	1951	1	1	1064	1571	0	2	484	2644	1	2	2	2751	114	2519	2	0	3673	271	441	0	2240	184	1	0	0	0	49	0	5	788	2896	1
1110101000011	0	0	1857	1186	0	0	483	1048	0	0	648	1082	2	0	188	1007	2	0	531	1	1246	747	0	0	1570	40	0	0	0	0	0	3	472	1019	499	0	0	0	1001	403	0	1	623	2145	1	1	236	2046	3	0	0	1080	774	317	1	0	1368	119	0	0	1159	1	0	0	0	0	0	49	1	128	1119	0
1110101000100	0	1869	4160	5806	1	8	1259	9055	8	479	1695	4007	5	379	270	8054	12	12	2125	3	1266	1365	1	0	6799	1054	3	0	111	59	329	148	1591	3320	838	284	0	7	4774	2155	1	11	2870	4335	0	6	465	12683	3	7	149	4823	801	176	1096	9	5912	604	817	0	5896	240	0	0	1	1	79	26	84	2552	3749	54
1110101000101	5	859	10066	11473	2	1379	2588	15600	23	662	544	7768	28	30	444	10575	432	430	6635	1397	3407	8285	486	0	12225	2936	554	0	237	205	52	83	2968	8850	2723	0	0	710	9111	5143	0	6	4917	8289	0	13	771	18586	12	602	466	12811	1226	310	2799	485	10665	1712	676	0	13523	615	340	0	4	0	434	59	310	4004	10247	36
1110101000110	1	3	471	198	1	3	168	1579	9	1	41	1421	4	2	10	870	2	17	420	6	60	731	0	0	1047	295	4	0	2	0	0	1	393	990	886	1	0	2	964	637	0	0	783	1034	0	0	3	2986	0	4	2	1689	173	1	1	0	2892	1	1	0	1427	0	790	0	0	0	54	0	1	275	1295	0
1110101000111	0	1	499	1262	0	0	261	2850	2	1	26	156	0	0	0	1387	2	4	1144	155	797	560	1	0	1010	468	0	0	391	0	0	106	223	535	373	1	0	0	1515	439	1	0	955	918	0	1	0	1564	0	0	1	20	185	1	2	0	1957	1	4	0	2080	0	0	0	0	1	0	0	2	415	1399	0
1110101001000	0	3	559	1075	0	1	128	1469	0	3	0	768	1	0	508	181	1429	369	1	1	526	33	0	0	1306	0	1	0	0	0	0	0	415	938	96	226	0	1	353	718	0	0	424	729	0	1	463	1931	0	2	0	2271	1255	0	0	0	865	0	2	0	1191	0	1	0	0	0	28	1	0	116	885	0
1110101001001	0	189	583	1613	0	1	193	2380	0	0	38	1055	3	0	857	959	3	517	384	0	994	263	1	0	1277	258	0	0	0	0	0	103	144	1545	181	0	0	0	657	1608	0	2	1255	1123	0	0	1	3121	0	3	1	2392	52	1121	4	0	2191	0	310	0	2282	0	0	0	0	0	0	0	3	830	847	0
1110101001010	0	258	521	1887	0	1	452	2857	4	122	182	1212	1	0	573	798	433	1047	673	2	761	289	0	0	2285	122	0	0	3	0	0	0	457	2372	164	0	0	1	681	955	0	244	607	1261	1	1	510	2653	2	3	518	1281	719	431	1	0	1223	77	347	0	2192	142	0	0	0	188	44	1	162	537	1070	22
1110101001011	406	3	1248	3165	0	296	79	4331	4	3	688	1056	8	1	567	1132	218	1365	7	0	1115	389	356	0	2388	135	0	0	2	1	1	0	774	1981	576	146	0	4	2572	2461	0	1	1441	2093	0	4	225	4398	0	4	993	972	2338	1469	2	0	2829	269	3	0	2732	449	63	0	0	1	0	1	4	1162	1735	38
1110101001100	0	0	634	265	0	0	116	650	1	0	0	0	0	0	131	0	0	0	139	0	108	0	0	0	674	244	0	0	0	0	1	132	142	373	1	0	0	1	61	601	0	0	421	259	0	0	259	188	0	1	0	0	96	0	0	0	513	0	0	0	761	0	1	0	0	0	44	0	0	708	360	0
1110101001101	2	5	1966	2782	0	6	249	5153	4	1	933	3393	0	364	8	2839	3	466	1319	0	371	1921	1	0	2883	759	2	0	1	0	0	1	408	1693	1652	524	1	362	3264	2247	0	1	2039	1964	1	100	118	6919	1	1	2	3892	10	47	701	0	5738	169	257	0	4845	1	0	0	0	0	37	55	87	880	2257	178
1110101001110	1	959	2832	3782	0	333	581	6337	21	5	955	5043	6	10	124	4481	5	7	2286	335	2151	2240	2	0	4186	156	3	0	0	3	2	317	782	2898	1254	0	0	3	4057	2841	1	6	2016	2273	1	5	111	4544	2	0	114	6171	373	2371	261	0	6321	311	302	0	3661	109	259	0	0	0	145	1	7	1316	2634	69
1110101001111	1	166	5848	6145	1	323	1045	8711	9	6	564	6060	13	4	808	7135	594	17	1584	1	2638	1536	1022	0	4224	1700	469	0	1	0	2	0	510	3875	2179	0	0	218	4140	2865	0	1	1102	2255	0	5	277	8115	2	2	440	3943	556	1502	800	0	5503	1162	3	0	5718	1	216	0	0	0	328	3	6	1962	3835	149
1110101010000	0	2	654	2149	0	0	1	1024	1	0	269	1	0	0	144	0	0	620	4	0	123	277	0	0	1168	290	0	0	0	0	0	1	0	303	401	1	0	3	1279	603	0	1	81	491	0	0	0	1854	0	0	148	0	2700	225	0	0	2184	0	2	0	1196	304	1	0	0	0	0	0	3	35	778	0
1110101010001	0	1	0	116	0	0	162	218	0	0	39	691	0	0	2	69	274	0	0	0	0	339	0	0	894	0	0	0	0	0	0	0	0	138	46	2	0	0	108	1	0	0	1	1	0	2	0	2	0	0	0	1	3	0	0	0	432	0	0	0	374	0	1	0	0	0	5	0	0	0	330	0
1110101010010	1	4	580	947	1	0	393	2043	0	264	751	1168	2	2	105	672	279	453	0	1	1127	500	1	0	1546	109	0	0	0	0	0	0	154	381	93	0	1	2	838	1210	0	0	19	434	0	0	158	1397	1	1	667	1880	98	556	1	0	1764	59	116	0	1158	0	0	0	0	0	36	0	85	970	884	0
1110101010011	2	368	621	4259	1	1	210	1766	0	3	612	2325	3	3	799	2273	4	810	1107	0	1914	1704	0	0	3962	329	1	0	3	0	0	116	207	2925	476	2	0	3	760	1882	0	197	515	1895	0	7	779	4548	0	0	1173	2112	1092	1304	1	0	5543	703	322	0	3273	89	197	0	0	0	12	20	2	540	1822	6
1110101010100	0	1	1273	1964	2	2	135	2168	3	3	1	4188	2	336	1	768	2	3	882	0	714	1497	0	0	2228	367	1	0	0	0	1	1	698	1364	394	0	0	1	1471	917	1	0	909	1058	0	0	30	2751	0	1	1	2063	158	636	2	0	1578	0	2	0	2439	414	1	0	0	261	13	0	2	797	936	0
1110101010101	0	426	1567	512	0	1	243	2944	1	0	346	648	0	1	0	934	3	0	1302	0	276	1163	0	0	437	219	1	0	0	0	0	0	214	1322	270	0	0	1	1294	285	0	2	1237	323	0	0	0	1837	0	0	0	563	315	1327	530	0	1254	0	1	0	1120	282	0	0	0	0	7	0	1	519	1296	14
1110101010110	1	22	1390	693	0	0	0	1210	0	1	0	423	0	0	0	830	0	0	0	0	568	196	0	0	164	1	632	0	0	0	0	0	367	326	6	0	0	0	573	50	0	151	557	180	0	1	1	105	0	0	0	0	0	510	725	0	1793	0	4	0	1483	0	0	0	0	0	0	0	0	171	581	0
1110101010111	0	2	466	1649	0	258	274	2850	12	204	1	1714	5	3	4	890	6	5	679	0	945	725	1	0	2489	724	2	0	0	52	2	0	31	944	644	0	0	1	1381	1487	0	0	926	1274	0	1	630	3101	1	0	10	852	134	1	442	0	2369	309	6	0	3015	88	1	0	0	0	32	31	3	545	1071	45
1110101011000	0	4	195	652	0	0	172	731	3	1	343	392	4	0	826	578	701	362	491	0	198	306	0	0	1013	0	2	0	0	0	2	1	0	395	360	1	0	1	520	645	0	0	429	796	0	233	658	1	0	0	591	308	616	0	0	0	628	0	0	0	2011	0	1	0	1	0	16	0	0	296	547	25
1110101011001	4	0	684	1201	0	2	2	1842	1	292	856	1475	3	322	647	625	851	1605	2	0	1161	785	582	0	2075	134	2	0	0	0	0	0	172	1394	178	1	0	0	874	478	1	0	623	1177	0	2	665	1213	0	2	1939	364	775	2	1	0	2727	162	0	0	1631	268	1	0	0	0	14	61	7	346	1576	83
1110101011010	1	4	1887	1869	0	0	211	3163	0	0	1492	1248	4	1	714	835	452	1794	269	0	654	1351	190	0	2483	451	0	0	2	1	0	1	282	1119	846	0	0	5	1389	1509	0	2	492	1600	0	2	812	2373	0	1	796	2	943	3	1	0	1693	942	4	0	3488	1	0	0	0	0	0	0	82	1029	1786	0
1110101011011	5	312	2982	3195	2	558	1231	4562	11	23	2447	320	8	467	2353	1826	2207	2914	952	1	1685	1313	1	0	5127	455	0	0	1	1	287	196	1143	5558	864	2	1	1	3836	3614	1	213	2507	2115	0	343	4077	2552	3	2	2725	1633	2557	1	0	1	7073	155	17	0	5912	487	363	0	0	0	129	77	135	1399	2644	313
1110101011100	0	1	326	522	0	0	266	1114	0	0	0	231	0	0	0	406	0	0	204	0	275	315	0	0	993	0	0	0	0	0	0	0	216	606	53	0	0	0	0	64	0	0	42	168	0	1	0	144	0	0	180	1	0	0	0	0	1075	0	0	0	526	88	1	0	0	0	0	0	0	162	273	0
1110101011101	0	4	873	1645	1	1	69	4259	2	1	1006	3490	1	0	2	207	5	1	1112	1	284	852	0	0	3455	695	404	0	0	0	1	0	290	808	419	0	0	1	1328	620	0	4	463	1182	0	2	200	4019	0	1	0	2067	506	295	1	0	3186	212	0	0	1283	0	0	0	0	0	88	99	0	302	1445	103
1110101011110	2	223	366	1009	0	2	337	1036	6	3	519	1145	1	1	234	2232	5	9	1245	1	810	1137	0	0	825	482	0	0	0	0	1	0	181	1440	408	0	0	1	966	804	0	0	582	815	0	3	4	1710	0	2	1117	1101	4	232	0	2	1981	1	3	0	1231	1	0	0	1	0	42	0	2	60	965	0
1110101011111	0	3	579	1004	1	304	124	1562	0	255	355	830	0	0	2	2250	236	524	534	1	587	159	448	0	1662	307	1	0	0	0	0	0	0	1502	436	0	1	2	790	1263	0	0	554	533	0	1	203	1812	1	1	1025	962	343	181	1	0	947	4	2	0	1646	357	295	0	0	0	52	0	4	369	1106	47
1110101100000	1	3	501	3033	1	330	1133	2879	1	1	674	215	5	188	658	983	766	1542	399	0	1652	314	0	0	1811	663	6	0	2	0	1	0	148	696	1347	0	0	1	1225	548	0	2	725	1165	0	1	216	1514	0	2	959	0	1573	1547	1	0	1445	370	0	0	2997	0	0	0	2	0	35	17	74	578	1550	54
1110101100001	0	4	962	3012	1	529	598	3918	5	1	928	1138	3	492	1033	1739	492	828	720	1	1980	884	186	0	3153	833	0	0	288	1	1	0	698	1723	1407	0	2	0	1954	2003	0	254	332	3405	0	3	720	3340	0	1	1562	987	1805	349	2	0	2934	256	5	0	3975	49	1	0	0	0	55	0	59	576	2626	91
1110101100010	0	0	707	1200	1	2	225	795	1	5	275	0	0	419	634	0	0	324	297	0	621	0	1	0	454	0	0	0	0	0	0	0	192	342	151	0	0	0	226	207	0	0	347	431	0	1	262	393	1	1	1029	622	800	548	0	0	1738	0	0	0	1330	0	0	0	0	0	0	0	2	466	421	1
1110101100011	0	0	129	610	0	4	426	2	3	2	13	281	2	516	257	427	592	604	1	0	809	334	2	0	229	128	586	0	1	0	0	0	202	567	218	0	0	187	593	41	0	0	916	772	0	0	726	1049	0	0	177	0	510	3	1	0	1948	0	0	0	1481	0	0	0	0	1	30	0	18	431	233	0
1110101100100	2	1104	3352	5165	2	835	884	7589	14	1079	1170	5327	10	4	11	2926	8	932	4025	2	1588	1261	191	0	6367	1044	856	0	1	1	71	0	762	3870	1176	0	1	334	3747	4142	2	1062	2469	4324	0	445	205	9991	6	8	234	6939	652	3395	675	0	7752	1	286	0	8365	322	1	0	0	0	185	153	148	1246	5427	337
1110101100101	0	325	1225	1944	0	1	146	2944	4	266	306	1328	2	320	0	1044	3	0	773	0	822	0	0	0	1073	139	258	0	0	0	1	117	438	789	1261	44	0	5	940	1301	0	1	348	533	0	1	1	1985	0	1	0	369	4	0	0	0	2888	0	1	0	1275	0	0	0	0	0	92	0	3	488	1330	39
1110101100110	0	1276	670	932	0	3	413	2361	10	392	202	2868	5	6	6	2580	6	918	1922	0	2075	647	2	0	2583	187	3	0	164	0	157	0	518	2112	334	2	0	4	1780	937	0	129	524	447	0	1	243	3507	0	746	217	2588	831	1424	2	1	3153	887	12	0	2612	658	0	0	1	0	109	0	3	711	1348	1
1110101100111	6	918	3431	6478	0	4	1549	9691	8	359	1472	4227	17	217	895	5407	1828	1080	2281	198	2509	964	1	0	6124	526	173	0	1	1	254	119	2316	3803	1366	0	0	821	3680	3901	0	6	1428	3029	0	8	581	10361	1	5	4	7206	1955	4165	517	0	6402	990	7	0	8346	290	2	0	1	1	223	92	14	2200	5392	34
1110101101000	0	0	248	669	0	0	89	1253	1	0	0	0	0	0	217	2	0	0	119	0	383	302	0	0	324	92	0	0	0	0	0	0	87	403	332	0	0	0	728	849	0	0	928	286	0	1	474	0	3	1	686	608	1434	344	1	0	901	0	0	0	557	0	0	0	0	0	0	0	2	38	460	1
1110101101001	0	0	0	764	0	2	138	796	0	0	0	0	0	0	0	0	0	0	214	0	233	0	0	0	562	238	0	0	0	0	0	0	75	309	0	0	0	0	452	491	0	0	0	321	0	1	203	632	0	1	183	1	1347	0	1	0	1242	1	0	0	305	0	0	0	0	0	0	0	0	275	536	0
1110101101010	0	123	3027	2977	1	332	1805	3463	7	4	1191	633	9	486	326	1293	499	1384	551	7	1162	674	0	0	3773	449	733	0	208	2	1	399	413	3570	837	1	0	4	1849	1302	0	5	1993	1609	0	759	4264	904	1	4	2805	2701	4941	496	5	0	2589	341	4	0	5640	491	135	0	0	0	52	32	140	1947	2587	0
1110101101011	0	33	174	546	0	246	194	545	0	6	301	1	1	408	0	209	207	831	242	0	0	0	0	0	528	98	0	0	1	0	0	44	254	419	128	0	0	0	432	280	0	0	523	86	0	0	128	0	0	0	5	0	1741	45	1	1	420	0	11	0	1412	77	244	0	0	0	3	0	2	64	365	28
1110101101100	0	2	587	2153	0	5	120	1892	3	1	149	498	2	2	3	610	4	0	790	2	1243	981	0	0	771	133	0	0	0	1	0	0	182	911	423	2	0	1	746	1591	0	1	367	1044	1	1	323	2083	1	5	2	2118	342	713	83	0	1641	1	4	0	1859	0	0	0	0	0	11	0	1	427	1042	12
1110101101101	0	0	260	968	1	0	299	1378	1	2	351	0	1	0	361	452	5	7	0	0	548	861	0	0	1193	469	2	0	0	0	0	277	284	504	185	0	0	1	640	962	0	111	553	704	0	248	0	2165	1	2	143	2810	1321	0	1	0	1372	260	0	0	558	96	0	0	0	0	0	0	5	494	1017	0
1110101101110	0	662	1914	1906	0	9	526	3580	5	346	421	2739	13	2	1139	2066	811	1665	1432	0	2276	1123	164	0	4839	185	1	0	3	0	0	185	400	2288	783	2	1	191	1098	2128	0	68	1189	1682	0	187	244	4562	1	2	546	957	2199	1890	1	1	3341	275	638	0	3185	191	0	0	0	0	71	1	3	1142	2334	0
1110101101111	491	554	378	1285	0	573	459	1856	10	1	1052	154	8	1	362	1094	168	416	1741	2	4	687	2	0	1755	484	1	0	0	0	3	0	222	987	1536	492	0	199	1439	994	0	1	1304	723	0	2	205	2524	0	0	153	867	1359	1987	0	0	2903	517	7	0	2520	109	40	0	0	1	44	0	2	1027	1895	0
1110101110000	0	275	425	144	0	0	239	694	0	2	1129	957	1	471	444	411	284	483	317	1	644	234	0	0	612	123	0	0	1	0	0	1	0	727	532	0	0	0	226	162	0	0	466	483	0	2	270	539	1	811	693	1	220	2	1	0	851	310	2	0	1184	1	0	0	0	0	0	0	5	143	622	0
1110101110001	1	818	2529	3311	0	224	1623	4408	8	1374	2582	1	7	569	1476	143	1959	2436	246	3	2160	1091	1	0	4712	356	0	0	0	0	2	0	1224	3156	1070	0	0	95	1663	1552	1	390	2719	2058	0	202	3243	544	1	1125	4309	4	3408	548	3	0	2767	561	702	0	4130	163	0	0	0	0	162	0	130	962	2061	24
1110101110010	0	2	0	49	0	0	1	0	1	0	330	274	0	0	171	0	348	1	0	0	0	332	0	0	688	0	1	0	0	0	0	0	73	2	0	0	0	161	124	508	0	1	365	0	0	0	295	578	0	0	832	1	1270	304	1	0	1	1	0	0	146	0	0	0	0	0	0	0	0	98	416	0
1110101110011	0	676	646	415	0	1	723	1357	2	676	1086	531	8	0	550	6	1261	1062	1	1	527	351	1	0	1482	698	1	0	0	212	107	122	222	1299	721	0	0	224	891	619	0	7	822	943	0	2	1377	1560	0	1	1559	2	1621	1777	0	0	1713	593	4	0	2205	400	3	0	1	1	23	0	3	592	1527	41
1110101110100	0	307	244	2060	0	5	216	2023	4	0	502	1607	2	222	1	1875	1	292	391	0	863	589	364	0	3347	0	0	0	0	0	0	1	329	940	760	1	0	2	360	499	1	187	623	1499	0	6	176	3135	0	790	239	2496	920	821	0	0	2233	509	2	0	2287	0	0	0	0	0	29	0	169	173	1526	0
1110101110101	2	1	1450	2061	0	2	295	1594	6	724	15	954	1	0	5	729	231	469	2	0	448	110	1	0	1303	180	1	0	3	0	1	1	97	476	233	0	0	1	968	1602	0	0	485	1195	0	3	427	2746	0	0	471	1433	1266	597	1	0	2044	1	1	0	2503	0	993	0	1	1	16	0	56	310	1060	99
1110101110110	0	1	0	5	0	0	48	184	0	5	8	1	0	0	177	132	0	0	320	0	488	0	0	0	807	0	0	0	0	0	0	0	0	81	97	0	0	0	128	0	0	0	0	146	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	105	261	0
1110101110111	0	113	746	1561	1	1	256	989	2	1	88	297	6	0	7	1167	3	469	342	0	771	334	366	0	2812	1	2	0	0	0	0	168	340	735	545	0	0	71	907	794	0	137	1324	929	0	1	480	2945	0	0	0	895	338	585	0	0	2034	604	509	0	1954	74	0	0	0	1	96	0	0	588	1163	0
1110101111000	0	1197	666	651	0	0	262	80	2	0	29	0	0	355	109	1	766	0	0	0	1	47	0	0	1091	0	0	0	0	0	240	1	1	723	202	2	0	1	39	232	0	0	343	262	1	0	580	0	1	818	0	1	624	0	0	0	906	0	422	0	854	249	221	0	0	0	19	0	216	1	536	0
1110101111001	1	1	323	538	0	266	478	138	2	1	719	0	6	1	1025	2	555	252	0	0	1149	304	1	0	1095	802	0	0	0	0	0	67	335	599	503	270	0	2	665	1175	0	0	519	874	0	1	1844	5	0	428	757	329	1478	131	0	0	1388	258	0	0	1648	515	1	0	0	0	46	1	4	127	551	102
1110101111010	0	549	617	544	3	346	610	620	7	216	482	1	8	313	196	102	248	6	1	1	203	0	0	0	1922	115	2	0	1	1	0	95	107	1214	63	1	0	267	1199	369	0	264	1028	142	0	494	946	2	2	0	267	1	934	0	1	0	995	1	0	0	2129	75	182	0	0	0	0	1	39	458	915	0
1110101111011	0	0	693	0	0	0	98	0	0	0	0	0	3	0	2	0	1	0	0	0	411	129	0	0	7	0	1	0	0	0	1	0	1	0	1	0	1	0	234	189	0	0	333	0	0	0	0	0	0	0	101	0	2	0	0	0	329	0	0	0	656	0	231	0	0	0	0	0	1	0	21	0
1110101111100	0	364	1911	2473	1	0	132	4225	2	1	757	2514	1	0	1333	965	543	688	181	1	420	683	0	0	1695	1	0	0	0	118	0	187	324	2503	127	0	0	145	1061	531	1	1	1078	1592	0	1	446	1204	0	3	1346	577	1829	1	1	0	2414	0	0	0	2335	479	0	0	0	0	105	0	6	723	1531	0
1110101111101	2	730	1529	4775	1	185	1257	8128	6	146	1036	1435	5	675	2330	3718	169	1945	1562	3	3324	1372	625	0	6334	1221	0	0	510	244	0	93	1490	2960	970	244	0	4	4165	3223	0	2	1148	4261	0	559	901	7715	14	6	1325	1505	3066	438	4	1	5882	1121	697	0	6686	108	0	0	1	2	143	2	36	1705	4753	175
1110101111110	0	1	128	1344	0	0	561	612	0	2	566	383	3	3	477	344	249	1840	253	0	581	826	0	0	437	136	835	0	0	1	0	0	580	879	348	1	0	55	709	1240	0	0	386	1202	0	1	524	170	0	0	624	901	860	409	1	0	2801	49	0	0	1806	94	0	0	0	0	28	0	1	407	611	0
1110101111111	0	1	198	251	0	2	0	0	0	1	322	479	4	0	2	208	0	2	0	0	370	0	0	0	324	1	0	0	0	0	0	0	97	159	19	0	0	266	250	227	0	0	927	0	0	0	0	290	0	0	3	331	0	168	1	0	704	238	1	0	767	0	0	0	0	0	5	0	0	395	265	0
1110110000000	2	1195	3849	3469	0	126	745	2616	14	5	1342	291	6	318	2181	215	1206	724	168	2	2229	619	197	0	4435	303	0	0	2	87	3	141	815	3217	545	0	0	299	2528	1229	0	6	2967	1888	0	2	2538	3176	0	3	1597	2553	4054	483	2	1	3021	912	0	0	3687	248	1	0	1	0	129	0	48	1644	2485	37
1110110000001	0	303	213	1599	0	1	324	2039	1	3	429	872	4	1	710	1185	2	5	3	0	1403	970	2	0	2935	2	0	0	0	0	0	0	305	448	376	0	0	180	1341	691	0	0	1068	372	0	1	356	1269	1	0	603	143	1625	401	0	0	3568	1	0	0	1859	2	0	0	0	0	49	1	157	856	1517	0
1110110000010	1	209	1314	327	0	168	944	357	1	4	238	342	0	534	385	200	190	1356	1	0	180	106	0	0	2463	142	1	0	0	253	0	0	208	1106	867	0	0	1	1371	605	0	0	613	338	0	1	904	532	0	0	1307	337	1180	1104	1	0	2584	0	0	0	2244	0	0	0	0	0	1	0	206	464	885	0
1110110000011	1	0	2281	698	0	480	797	791	3	363	335	780	2	611	1488	258	408	1	159	0	569	909	0	0	1394	414	0	0	0	1	0	1	270	611	185	0	0	204	928	1045	0	1	1110	762	0	0	1101	453	0	0	778	644	579	1	0	0	1613	1	3	0	2582	74	0	0	0	0	19	0	97	631	835	0
1110110000100	0	422	1384	1937	0	6	474	4498	10	751	2155	2727	14	4	703	3100	8	6	1862	3	1615	831	145	0	5665	589	732	0	200	167	0	339	1403	1646	1073	2	1	189	3706	1993	0	3	2122	2083	0	2	708	8671	0	3	2	4422	328	1349	565	0	2543	4	308	0	4736	2	3	0	2	0	33	91	6	2509	2628	48
1110110000101	0	607	800	1110	0	0	83	1876	4	1	0	442	0	0	175	703	1	184	112	0	678	238	1	0	1343	54	0	0	0	419	0	0	313	1303	398	1	0	1	1097	768	0	2	672	200	1	1	85	2417	0	1	1	744	104	1	0	0	900	0	7	0	1415	1	0	0	1	0	36	1	1	984	543	0
1110110000110	0	234	0	925	1	0	641	941	8	0	75	302	1	1	6	410	237	252	156	1	116	110	0	0	882	273	350	0	0	1	1	94	365	487	238	0	0	1	1161	369	0	0	496	271	0	0	461	1954	0	1	0	666	81	2	0	0	925	0	2	0	572	0	0	0	0	0	10	0	1	391	287	0
1110110000111	3	973	2635	2841	1	295	1334	2956	6	251	726	2040	7	3	711	4257	13	326	1936	4	1216	1153	181	0	3384	297	2	0	2	0	3	371	929	1785	362	735	0	14	3778	1962	0	2	1564	2418	0	4	949	6245	0	1	18	2788	205	962	204	0	4953	753	11	0	4792	325	0	0	2	0	149	63	84	2442	2222	0
1110110001000	0	0	240	221	0	0	59	217	0	0	1365	4	3	0	3	1	110	20	0	0	239	172	0	0	694	549	0	0	0	0	0	99	54	213	172	0	0	1	135	42	0	0	685	46	0	2	818	360	0	0	190	0	798	1	0	0	427	503	576	0	389	401	0	0	0	0	38	0	1	238	674	0
1110110001001	0	0	502	120	0	0	263	596	0	0	970	337	7	243	379	421	897	4	1	0	417	752	0	0	658	2	1	0	0	0	0	0	138	506	39	1	0	4	1030	237	0	0	455	701	0	0	606	200	0	0	446	454	1198	525	1	0	228	0	1	0	1028	0	1	0	1	0	1	0	0	452	431	27
